strain	strain_name	date	country	segment
OQ663549	A/Michigan/97/2022	2022-12-08	USA	4
OQ663557	A/Michigan/98/2022	2022-12-10	USA	4
OQ663565	A/Michigan/98/2022	2022-12-10	USA	4
OQ663573	A/Michigan/99/2022	2022-12-10	USA	4
OQ663581	A/Minnesota/72/2022	2022-12-13	USA	4
OQ663589	A/Minnesota/73/2022	2022-12-14	USA	4
OQ663597	A/Minnesota/74/2022	2022-12-14	USA	4
OQ663605	A/Minnesota/75/2022	2022-12-15	USA	4
OQ663613	A/Minnesota/76/2022	2022-12-17	USA	4
OQ663621	A/Minnesota/77/2022	2022-12-18	USA	4
OQ663629	A/Mississippi/50/2022	2022-11-30	USA	4
OQ663637	A/Mississippi/51/2022	2022-11-30	USA	4
OQ663645	A/Mississippi/52/2022	2022-11-30	USA	4
OQ663653	A/Missouri/43/2022	2022-11-22	USA	4
OQ663661	A/Missouri/46/2022	2022-11-21	USA	4
OQ663669	A/Missouri/47/2022	2022-11-21	USA	4
OQ663677	A/Missouri/48/2022	2022-11-22	USA	4
OQ663685	A/Missouri/49/2022	2022-11-25	USA	4
OQ663693	A/Missouri/50/2022	2022-11-26	USA	4
OQ663701	A/Missouri/53/2022	2022-11-29	USA	4
OQ663709	A/Missouri/53/2022	2022-11-29	USA	4
OQ663717	A/Missouri/55/2022	2022-11-30	USA	4
OQ663725	A/Missouri/57/2022	2022-12-05	USA	4
OQ663733	A/Missouri/60/2022	2022-12-08	USA	4
OQ663741	A/Missouri/62/2022	2022-12-12	USA	4
OQ663749	A/Missouri/63/2022	2022-12-15	USA	4
OQ663757	A/Nebraska/33/2022	2022-11-22	USA	4
OQ663765	A/Nebraska/34/2022	2022-11-28	USA	4
OQ663773	A/Nebraska/35/2022	2022-12-06	USA	4
OQ663781	A/Nebraska/35/2022	2022-12-06	USA	4
OQ663789	A/Nevada/36/2022	2022-12-07	USA	4
OQ663797	A/Nevada/37/2022	2022-12-07	USA	4
OQ663805	A/Nevada/38/2022	2022-12-08	USA	4
OQ663813	A/Nevada/42/2022	2022-12-11	USA	4
OQ663821	A/Nevada/43/2022	2022-12-12	USA	4
OQ663829	A/Nevada/44/2022	2022-12-13	USA	4
OQ663837	A/New Jersey/85/2022	2022-12-06	USA	4
OQ663845	A/New Jersey/86/2022	2022-12-07	USA	4
OQ663853	A/New Jersey/88/2022	2022-12-08	USA	4
OQ663861	A/New Jersey/90/2022	2022-12-10	USA	4
OQ663869	A/New Mexico/50/2022	2022-11-29	USA	4
OQ663877	A/New Mexico/52/2022	2022-11-30	USA	4
OQ663885	A/New Mexico/56/2022	2022-12-05	USA	4
OQ663893	A/New Mexico/57/2022	2022-12-06	USA	4
OQ663901	A/New Mexico/58/2022	2022-11-21	USA	4
OQ663909	A/New York/46/2022	2022-11-26	USA	4
OQ663917	A/New York/47/2022	2022-12-01	USA	4
OQ663925	A/New York/48/2022	2022-12-05	USA	4
OQ663933	A/New York/49/2022	2022-12-06	USA	4
OQ663941	A/New York/51/2022	2022-12-07	USA	4
OQ663949	A/New York/54/2022	2022-12-15	USA	4
OQ663957	A/North Carolina/22/2022	2022-11-25	USA	4
OQ663965	A/North Carolina/24/2022	2022-11-27	USA	4
OQ663973	A/North Carolina/26/2022	2022-12-04	USA	4
OQ663981	A/North Carolina/27/2022	2022-12-05	USA	4
OQ663989	A/North Dakota/30/2022	2022-12-02	USA	4
OQ663997	A/North Dakota/31/2022	2022-12-02	USA	4
OQ664005	A/North Dakota/31/2022	2022-12-02	USA	4
OQ664013	A/North Dakota/32/2022	2022-12-04	USA	4
OQ664021	A/North Dakota/32/2022	2022-12-04	USA	4
OQ664029	A/North Dakota/33/2022	2022-12-05	USA	4
OQ664037	A/North Dakota/33/2022	2022-12-05	USA	4
OQ664045	A/North Dakota/34/2022	2022-12-08	USA	4
OQ664053	A/North Dakota/35/2022	2022-12-08	USA	4
OQ664061	A/Oregon/68/2022	2022-11-29	USA	4
OQ664069	A/Oregon/70/2022	2022-12-04	USA	4
OQ664077	A/Oregon/71/2022	2022-12-05	USA	4
OQ664085	A/Oregon/73/2022	2022-12-09	USA	4
OQ664093	A/Oregon/74/2022	2022-12-10	USA	4
OQ664101	A/Oregon/77/2022	2022-12-12	USA	4
OQ664109	A/South Dakota/54/2022	2022-12-11	USA	4
OQ664117	A/South Dakota/55/2022	2022-12-11	USA	4
OQ664125	A/South Dakota/55/2022	2022-12-11	USA	4
OQ664133	A/South Dakota/56/2022	2022-12-11	USA	4
OQ664141	A/South Dakota/60/2022	2022-12-14	USA	4
OQ664149	A/South Dakota/61/2022	2022-12-14	USA	4
OQ664157	A/South Dakota/62/2022	2022-12-11	USA	4
OQ664165	A/Tennessee/52/2022	2022-11-27	USA	4
OQ664173	A/Tennessee/55/2022	2022-11-28	USA	4
OQ664181	A/Tennessee/60/2022	2022-12-05	USA	4
OQ664189	A/Tennessee/60/2022	2022-12-05	USA	4
OQ664197	A/Tennessee/61/2022	2022-12-07	USA	4
OQ664205	A/Tennessee/61/2022	2022-12-07	USA	4
OQ664213	A/Tennessee/62/2022	2022-12-08	USA	4
OQ664221	A/Tennessee/62/2022	2022-12-08	USA	4
OQ664229	A/Tennessee/63/2022	2022-12-11	USA	4
OQ664237	A/Tennessee/64/2022	2022-12-12	USA	4
OQ664245	A/Utah/69/2022	2022-11-26	USA	4
OQ664253	A/Utah/71/2022	2022-11-29	USA	4
OQ664261	A/Utah/74/2022	2022-12-02	USA	4
OQ664269	A/Utah/75/2022	2022-12-02	USA	4
OQ664277	A/Utah/76/2022	2022-12-03	USA	4
OQ664285	A/Utah/77/2022	2022-12-05	USA	4
OQ664293	A/Washington/72/2022	2022-11-17	USA	4
OQ664301	A/Washington/73/2022	2022-11-19	USA	4
OQ664309	A/Washington/77/2022	2022-11-28	USA	4
OQ664317	A/Washington/78/2022	2022-11-29	USA	4
OQ664325	A/Washington/79/2022	2022-11-30	USA	4
OQ664333	A/Washington/80/2022	2022-12-01	USA	4
OQ664341	A/Wisconsin/102/2022	2022-12-09	USA	4
OQ664349	A/Wisconsin/105/2022	2022-12-07	USA	4
OQ664357	A/Wisconsin/106/2022	2022-12-08	USA	4
OQ664365	A/Wisconsin/106/2022	2022-12-08	USA	4
OQ664373	A/Wisconsin/107/2022	2022-12-14	USA	4
OQ664381	A/Wisconsin/109/2022	2022-12-21	USA	4
OQ664389	A/Wisconsin/109/2022	2022-12-21	USA	4
OQ664397	A/Wisconsin/112/2022	2022-12-23	USA	4
OQ664405	A/Wisconsin/113/2022	2022-12-24	USA	4
OQ664413	A/Wisconsin/113/2022	2022-12-24	USA	4
OQ664421	A/Wisconsin/114/2022	2022-12-27	USA	4
OQ664429	A/Wisconsin/116/2022	2022-12-27	USA	4
OQ664437	A/Wisconsin/116/2022	2022-12-27	USA	4
OQ664445	A/Wisconsin/117/2022	2022-12-19	USA	4
OQ664453	A/Wisconsin/93/2022	2022-11-28	USA	4
OQ664461	A/Wisconsin/94/2022	2022-11-28	USA	4
OQ664469	A/Wisconsin/95/2022	2022-12-02	USA	4
OQ664477	A/Wisconsin/96/2022	2022-12-04	USA	4
OQ664483	A/South Dakota/40/2022	2022-11-15	USA	4
OQ664486	A/Michigan/83/2022	2022-11-10	USA	4
OQ664490	A/Missouri/37/2022	2022-11-14	USA	4
OQ664494	A/Mississippi/41/2022	2022-11-21	USA	4
OQ664500	A/Arizona/75/2022	2022-12-21	USA	4
OQ664508	A/Oregon/83/2022	2022-12-22	USA	4
OQ664526	A/Florida/96/2022	2022-09-27	USA	4
OQ664533	A/Virginia/24/2022	2022-12-11	USA	4
OQ664540	A/Florida/93/2022	2022-09-21	USA	4
OQ664547	A/Pennsylvania/91/2022	2022-12-12	USA	4
OQ664554	A/Florida/92/2022	2022-09-18	USA	4
OQ664569	A/Idaho/92/2022	2022-12-17	USA	4
OQ664575	A/Alaska/34/2022	2022-11-14	USA	4
OQ664581	A/Hawaii/49/2022	2022-10-24	USA	4
OQ664589	A/Maine/48/2022	2022-12-20	USA	4
OQ664596	A/New York/51/2022	2022-12-07	USA	4
OQ664603	A/New Jersey/89/2022	2022-12-09	USA	4
OQ664609	A/Connecticut/63/2022	2022-12-04	USA	4
OQ664616	A/South Carolina/19/2022	2022-12-05	USA	4
OQ664623	A/Delaware/82/2022	2022-12-07	USA	4
OQ664630	A/South Carolina/22/2022	2022-12-05	USA	4
OQ664638	A/New Jersey/87/2022	2022-12-08	USA	4
OQ664644	A/North Carolina/23/2022	2022-11-27	USA	4
OQ664651	A/Texas/03/2023	2023-01-09	USA	4
OQ664659	A/Oregon/93/2022	2022-12-30	USA	4
OQ664665	A/Utah/91/2022	2022-12-31	USA	4
OQ664672	A/New Mexico/06/2023	2023-01-09	USA	4
OQ664680	A/Arizona/02/2023	2023-01-02	USA	4
OQ664688	A/Arizona/03/2023	2023-01-02	USA	4
OQ664696	A/Arizona/07/2023	2023-01-03	USA	4
OQ664704	A/Arizona/56/2022	2022-11-13	USA	4
OQ664712	A/Arizona/58/2022	2022-11-14	USA	4
OQ664720	A/Arizona/59/2022	2022-11-14	USA	4
OQ664728	A/Arizona/72/2022	2022-12-20	USA	4
OQ664736	A/Arizona/73/2022	2022-12-20	USA	4
OQ664744	A/Arizona/74/2022	2022-12-20	USA	4
OQ664752	A/Arizona/77/2022	2022-12-21	USA	4
OQ664760	A/California/152/2022	2022-11-03	USA	4
OQ664768	A/California/155/2022	2022-11-07	USA	4
OQ664776	A/California/156/2022	2022-11-08	USA	4
OQ664784	A/California/173/2022	2022-11-22	USA	4
OQ664792	A/California/174/2022	2022-11-27	USA	4
OQ664800	A/California/175/2022	2022-11-28	USA	4
OQ664808	A/California/177/2022	2022-11-30	USA	4
OQ664816	A/California/179/2022	2022-12-03	USA	4
OQ664824	A/California/180/2022	2022-12-05	USA	4
OQ664832	A/California/182/2022	2022-11-11	USA	4
OQ664840	A/California/184/2022	2022-11-22	USA	4
OQ664848	A/California/185/2022	2022-11-22	USA	4
OQ664856	A/California/188/2022	2022-11-28	USA	4
OQ664864	A/California/189/2022	2022-11-28	USA	4
OQ664872	A/California/191/2022	2022-12-22	USA	4
OQ664880	A/Colorado/44/2022	2022-11-03	USA	4
OQ664888	A/Colorado/48/2022	2022-11-12	USA	4
OQ664896	A/Colorado/62/2022	2022-12-11	USA	4
OQ664904	A/Colorado/63/2022	2022-12-11	USA	4
OQ664912	A/Colorado/64/2022	2022-12-11	USA	4
OQ664920	A/Colorado/67/2022	2022-12-12	USA	4
OQ664928	A/Colorado/69/2022	2022-12-13	USA	4
OQ664936	A/Colorado/70/2022	2022-12-15	USA	4
OQ664944	A/Colorado/72/2022	2022-12-11	USA	4
OQ664952	A/Colorado/73/2022	2022-12-16	USA	4
OQ664960	A/Colorado/75/2022	2022-12-18	USA	4
OQ664968	A/Colorado/77/2022	2022-12-25	USA	4
OQ664976	A/Colorado/78/2022	2022-12-25	USA	4
OQ664984	A/Colorado/79/2022	2022-12-25	USA	4
OQ664992	A/Connecticut/66/2022	2022-12-06	USA	4
OQ665000	A/Connecticut/68/2022	2022-12-07	USA	4
OQ665008	A/Connecticut/73/2022	2022-12-12	USA	4
OQ665016	A/Connecticut/74/2022	2022-12-12	USA	4
OQ665024	A/Connecticut/78/2022	2022-12-16	USA	4
OQ665032	A/Connecticut/79/2022	2022-12-17	USA	4
OQ665040	A/Connecticut/81/2022	2022-12-20	USA	4
OQ665048	A/Delaware/78/2022	2022-12-04	USA	4
OQ665056	A/Delaware/80/2022	2022-12-06	USA	4
OQ665064	A/Delaware/85/2022	2022-12-11	USA	4
OQ665072	A/Delaware/85/2022	2022-12-11	USA	4
OQ665080	A/Delaware/86/2022	2022-12-11	USA	4
OQ665088	A/Delaware/86/2022	2022-12-11	USA	4
OQ665096	A/Delaware/89/2022	2022-12-13	USA	4
OQ665104	A/Delaware/89/2022	2022-12-13	USA	4
OQ665112	A/Delaware/90/2022	2022-12-14	USA	4
OQ665120	A/Delaware/92/2022	2022-12-15	USA	4
OQ665128	A/Delaware/93/2022	2022-12-15	USA	4
OQ665136	A/District Of Columbia/75/2022	2022-12-06	USA	4
OQ665144	A/District Of Columbia/75/2022	2022-12-06	USA	4
OQ665152	A/District Of Columbia/76/2022	2022-12-08	USA	4
OQ665160	A/District Of Columbia/78/2022	2022-12-11	USA	4
OQ665168	A/District Of Columbia/80/2022	2022-12-24	USA	4
OQ665176	A/District Of Columbia/81/2022	2022-12-24	USA	4
OQ665184	A/District Of Columbia/83/2022	2022-12-26	USA	4
OQ665192	A/District Of Columbia/84/2022	2022-12-27	USA	4
OQ665200	A/District Of Columbia/85/2022	2022-12-27	USA	4
OQ665208	A/District Of Columbia/86/2022	2022-12-29	USA	4
OQ665216	A/Florida/100/2022	2022-10-05	USA	4
OQ665224	A/Florida/102/2022	2022-10-11	USA	4
OQ665232	A/Florida/103/2022	2022-10-11	USA	4
OQ665240	A/Florida/104/2022	2022-10-15	USA	4
OQ665248	A/Florida/105/2022	2022-10-15	USA	4
OQ665256	A/Florida/106/2022	2022-10-16	USA	4
OQ665264	A/Florida/107/2022	2022-10-16	USA	4
OQ665272	A/Florida/108/2022	2022-10-21	USA	4
OQ665280	A/Florida/109/2022	2022-10-23	USA	4
OQ665288	A/Florida/111/2022	2022-10-28	USA	4
OQ665296	A/Florida/114/2022	2022-11-01	USA	4
OQ665304	A/Florida/114/2022	2022-11-01	USA	4
OQ665312	A/Florida/115/2022	2022-11-01	USA	4
OQ665320	A/Florida/117/2022	2022-11-01	USA	4
OQ665328	A/Florida/118/2022	2022-11-01	USA	4
OQ665336	A/Florida/119/2022	2022-11-02	USA	4
OQ665344	A/Florida/121/2022	2022-11-11	USA	4
OQ665352	A/Florida/123/2022	2022-11-13	USA	4
OQ665360	A/Florida/123/2022	2022-11-13	USA	4
OQ665368	A/Florida/125/2022	2022-11-13	USA	4
OQ665376	A/Florida/126/2022	2022-11-14	USA	4
OQ665384	A/Florida/126/2022	2022-11-14	USA	4
OQ665392	A/Florida/127/2022	2022-11-14	USA	4
OQ665400	A/Florida/131/2022	2022-11-25	USA	4
OQ665408	A/Florida/132/2022	2022-11-25	USA	4
OQ665416	A/Florida/133/2022	2022-11-27	USA	4
OQ665424	A/Florida/133/2022	2022-11-27	USA	4
OQ665432	A/Florida/135/2022	2022-11-28	USA	4
OQ665440	A/Florida/135/2022	2022-11-28	USA	4
OQ665448	A/Florida/137/2022	2022-11-29	USA	4
OQ665456	A/Florida/138/2022	2022-11-29	USA	4
OQ665464	A/Florida/138/2022	2022-11-29	USA	4
OQ665472	A/Florida/79/2022	2022-12-10	USA	4
OQ665480	A/Florida/83/2022	2022-12-11	USA	4
OQ665488	A/Florida/84/2022	2022-12-12	USA	4
OQ665496	A/Florida/89/2022	2022-09-09	USA	4
OQ665504	A/Florida/90/2022	2022-09-11	USA	4
OQ665512	A/Florida/91/2022	2022-09-18	USA	4
OQ665520	A/Florida/94/2022	2022-09-22	USA	4
OQ665528	A/Florida/95/2022	2022-09-23	USA	4
OQ665536	A/Florida/97/2022	2022-09-30	USA	4
OQ665544	A/Florida/98/2022	2022-10-03	USA	4
OQ665552	A/Florida/99/2022	2022-10-05	USA	4
OQ665560	A/Georgia/50/2022	2022-12-01	USA	4
OQ665568	A/Georgia/51/2022	2022-12-02	USA	4
OQ665576	A/Georgia/57/2022	2022-12-13	USA	4
OQ665584	A/Georgia/59/2022	2022-12-14	USA	4
OQ665592	A/Georgia/60/2022	2022-12-15	USA	4
OQ665600	A/Georgia/61/2022	2022-12-15	USA	4
OQ665608	A/Georgia/62/2022	2022-12-15	USA	4
OQ665616	A/Hawaii/02/2023	2023-01-03	USA	4
OQ665624	A/Hawaii/03/2023	2023-01-04	USA	4
OQ665632	A/Hawaii/48/2022	2022-10-24	USA	4
OQ665640	A/Hawaii/52/2022	2022-10-28	USA	4
OQ665648	A/Hawaii/62/2022	2022-12-27	USA	4
OQ665656	A/Hawaii/63/2022	2022-12-28	USA	4
OQ665664	A/Hawaii/64/2022	2022-12-29	USA	4
OQ665672	A/Hawaii/66/2022	2022-12-30	USA	4
OQ665680	A/Idaho/01/2023	2023-01-02	USA	4
OQ665688	A/Idaho/02/2023	2023-01-03	USA	4
OQ665696	A/Idaho/03/2023	2023-01-03	USA	4
OQ665704	A/Idaho/04/2023	2023-01-04	USA	4
OQ665712	A/Idaho/06/2023	2023-01-10	USA	4
OQ665720	A/Idaho/101/2022	2022-12-30	USA	4
OQ665728	A/Idaho/59/2022	2022-11-22	USA	4
OQ665739	A/Idaho/76/2022	2022-11-30	USA	4
OQ665744	A/Idaho/86/2022	2022-12-07	USA	4
OQ665752	A/Idaho/87/2022	2022-12-11	USA	4
OQ665760	A/Idaho/89/2022	2022-12-15	USA	4
OQ665768	A/Idaho/93/2022	2022-12-21	USA	4
OQ665776	A/Idaho/94/2022	2022-12-22	USA	4
OQ665784	A/Illinois/01/2023	2023-01-04	USA	4
OQ665792	A/Illinois/02/2023	2023-01-04	USA	4
OQ665800	A/Illinois/05/2023	2023-01-08	USA	4
OQ665808	A/Illinois/06/2023	2023-01-09	USA	4
OQ665816	A/Illinois/07/2023	2023-01-09	USA	4
OQ665824	A/Illinois/08/2023	2023-01-11	USA	4
OQ665832	A/Illinois/58/2022	2022-12-26	USA	4
OQ665840	A/Illinois/62/2022	2022-12-27	USA	4
OQ665848	A/Illinois/63/2022	2022-12-27	USA	4
OQ665853	A/Indiana/15/2022	2022-11-15	USA	4
OQ665864	A/Indiana/22/2022	2022-12-12	USA	4
OQ665872	A/Indiana/24/2022	2022-12-13	USA	4
OQ665880	A/Indiana/25/2022	2022-12-21	USA	4
OQ665888	A/Indiana/27/2022	2022-12-29	USA	4
OQ665896	A/Indiana/27/2022	2022-12-29	USA	4
OQ665904	A/Iowa/01/2023	2023-01-02	USA	4
OQ665912	A/Iowa/01/2023	2023-01-02	USA	4
OQ665917	A/Iowa/49/2022	2022-11-14	USA	4
OQ665928	A/Iowa/67/2022	2022-12-17	USA	4
OQ665936	A/Iowa/69/2022	2022-12-19	USA	4
OQ665944	A/Iowa/70/2022	2022-12-19	USA	4
OQ665952	A/Iowa/75/2022	2022-12-25	USA	4
OQ665960	A/Iowa/76/2022	2022-12-25	USA	4
OQ665968	A/Iowa/77/2022	2022-12-26	USA	4
OQ665976	A/Iowa/78/2022	2022-12-29	USA	4
OQ665984	A/Iowa/78/2022	2022-12-29	USA	4
OQ665992	A/Iowa/79/2022	2022-12-30	USA	4
OQ666000	A/Iowa/79/2022	2022-12-30	USA	4
OQ666005	A/Kentucky/15/2022	2022-12-01	USA	4
OQ666014	A/Louisiana/14/2022	2022-11-16	USA	4
OQ666021	A/Louisiana/15/2022	2022-11-25	USA	4
OQ666032	A/Maine/36/2022	2022-12-04	USA	4
OQ666040	A/Maine/40/2022	2022-12-06	USA	4
OQ666048	A/Maine/44/2022	2022-12-14	USA	4
OQ666056	A/Maine/45/2022	2022-12-19	USA	4
OQ666064	A/Maine/46/2022	2022-12-19	USA	4
OQ666072	A/Maine/49/2022	2022-12-21	USA	4
OQ666080	A/Maine/50/2022	2022-12-23	USA	4
OQ666088	A/Maine/51/2022	2022-12-26	USA	4
OQ666096	A/Maryland/13/2022	2022-11-18	USA	4
OQ666104	A/Maryland/15/2022	2022-11-22	USA	4
OQ666112	A/Maryland/17/2022	2022-11-28	USA	4
OQ666120	A/Massachusetts/38/2022	2022-11-18	USA	4
OQ666128	A/Massachusetts/41/2022	2022-11-27	USA	4
OQ666136	A/Massachusetts/43/2022	2022-11-29	USA	4
OQ666141	A/Minnesota/53/2022	2022-11-08	USA	4
OQ666149	A/Minnesota/57/2022	2022-11-10	USA	4
OQ666160	A/Minnesota/72/2022	2022-12-13	USA	4
OQ666168	A/Minnesota/77/2022	2022-12-18	USA	4
OQ666176	A/Minnesota/78/2022	2022-12-22	USA	4
OQ666184	A/Minnesota/83/2022	2022-12-25	USA	4
OQ666192	A/Minnesota/84/2022	2022-12-26	USA	4
OQ666200	A/Minnesota/85/2022	2022-12-26	USA	4
OQ666208	A/Minnesota/85/2022	2022-12-26	USA	4
OQ666216	A/Minnesota/86/2022	2022-12-26	USA	4
OQ666224	A/Minnesota/86/2022	2022-12-26	USA	4
OQ666232	A/Minnesota/87/2022	2022-12-26	USA	4
OQ666240	A/Minnesota/87/2022	2022-12-26	USA	4
OQ666248	A/Missouri/01/2023	2023-01-02	USA	4
OQ666256	A/Missouri/03/2023	2023-01-03	USA	4
OQ666262	A/Missouri/38/2022	2022-11-14	USA	4
OQ666269	A/Missouri/42/2022	2022-11-17	USA	4
OQ666280	A/Missouri/57/2022	2022-12-05	USA	4
OQ666288	A/Montana/02/2023	2023-01-02	USA	4
OQ666296	A/Montana/03/2023	2023-01-02	USA	4
OQ666304	A/Montana/04/2023	2023-01-07	USA	4
OQ666312	A/Montana/07/2023	2023-01-08	USA	4
OQ666320	A/Montana/08/2023	2023-01-09	USA	4
OQ666328	A/Montana/09/2023	2023-01-10	USA	4
OQ666336	A/Montana/45/2022	2022-11-13	USA	4
OQ666344	A/Montana/48/2022	2022-11-14	USA	4
OQ666352	A/Montana/49/2022	2022-11-18	USA	4
OQ666360	A/Nevada/04/2023	2023-01-05	USA	4
OQ666368	A/Nevada/05/2023	2023-01-05	USA	4
OQ666376	A/Nevada/06/2023	2023-01-05	USA	4
OQ666384	A/Nevada/07/2023	2023-01-05	USA	4
OQ666392	A/Nevada/09/2023	2023-01-06	USA	4
OQ666400	A/Nevada/10/2023	2023-01-10	USA	4
OQ666408	A/Nevada/45/2022	2022-12-18	USA	4
OQ666416	A/Nevada/46/2022	2022-12-19	USA	4
OQ666424	A/Nevada/47/2022	2022-12-19	USA	4
OQ666432	A/Nevada/48/2022	2022-12-20	USA	4
OQ666440	A/Nevada/49/2022	2022-12-20	USA	4
OQ666448	A/Nevada/54/2022	2022-12-23	USA	4
OQ666456	A/New Hampshire/36/2022	2022-11-29	USA	4
OQ666464	A/New Hampshire/38/2022	2022-12-07	USA	4
OQ666472	A/New Hampshire/39/2022	2022-12-13	USA	4
OQ666480	A/New Hampshire/39/2022	2022-12-13	USA	4
OQ666488	A/New Hampshire/40/2022	2022-12-16	USA	4
OQ666496	A/New Hampshire/40/2022	2022-12-16	USA	4
OQ666504	A/New Hampshire/41/2022	2022-12-20	USA	4
OQ666512	A/New Hampshire/41/2022	2022-12-20	USA	4
OQ666520	A/New Jersey/88/2022	2022-12-08	USA	4
OQ666528	A/New Mexico/01/2023	2023-01-01	USA	4
OQ666536	A/New Mexico/02/2023	2023-01-02	USA	4
OQ666544	A/New Mexico/03/2023	2023-01-05	USA	4
OQ666552	A/New Mexico/09/2023	2023-01-12	USA	4
OQ666560	A/New Mexico/41/2022	2022-11-15	USA	4
OQ666568	A/New Mexico/42/2022	2022-11-15	USA	4
OQ666576	A/New Mexico/44/2022	2022-11-16	USA	4
OQ666584	A/New Mexico/59/2022	2022-12-06	USA	4
OQ666592	A/New Mexico/60/2022	2022-12-06	USA	4
OQ666600	A/New Mexico/61/2022	2022-12-06	USA	4
OQ666608	A/New Mexico/62/2022	2022-12-07	USA	4
OQ666616	A/New Mexico/63/2022	2022-12-07	USA	4
OQ666624	A/New Mexico/64/2022	2022-12-08	USA	4
OQ666632	A/New Mexico/69/2022	2022-12-31	USA	4
OQ666640	A/New York/46/2022	2022-11-26	USA	4
OQ666648	A/New York/49/2022	2022-12-06	USA	4
OQ666656	A/New York/57/2022	2022-12-08	USA	4
OQ666664	A/New York/58/2022	2022-12-20	USA	4
OQ666672	A/New York/59/2022	2022-12-20	USA	4
OQ666680	A/New York/62/2022	2022-12-29	USA	4
OQ666688	A/New York/63/2022	2022-12-29	USA	4
OQ666696	A/North Carolina/22/2022	2022-11-25	USA	4
OQ666704	A/North Carolina/26/2022	2022-12-04	USA	4
OQ666709	A/North Dakota/29/2022	2022-11-26	USA	4
OQ666720	A/North Dakota/39/2022	2022-12-20	USA	4
OQ666728	A/North Dakota/43/2022	2022-12-25	USA	4
OQ666736	A/North Dakota/44/2022	2022-12-25	USA	4
OQ666744	A/North Dakota/45/2022	2022-12-25	USA	4
OQ666752	A/North Dakota/46/2022	2022-12-27	USA	4
OQ666760	A/North Dakota/47/2022	2022-12-28	USA	4
OQ666768	A/Oregon/01/2023	2023-01-03	USA	4
OQ666776	A/Oregon/03/2023	2023-01-08	USA	4
OQ666784	A/Oregon/54/2022	2022-11-10	USA	4
OQ666792	A/Oregon/55/2022	2022-11-10	USA	4
OQ666800	A/Oregon/57/2022	2022-11-13	USA	4
OQ666808	A/Oregon/80/2022	2022-12-19	USA	4
OQ666816	A/Oregon/82/2022	2022-12-21	USA	4
OQ666824	A/Oregon/84/2022	2022-12-24	USA	4
OQ666832	A/Oregon/86/2022	2022-12-26	USA	4
OQ666840	A/Oregon/87/2022	2022-12-27	USA	4
OQ666848	A/Oregon/89/2022	2022-12-28	USA	4
OQ666856	A/Oregon/90/2022	2022-12-28	USA	4
OQ666864	A/Oregon/91/2022	2022-12-29	USA	4
OQ666872	A/Pennsylvania/83/2022	2022-12-07	USA	4
OQ666880	A/Pennsylvania/88/2022	2022-12-08	USA	4
OQ666888	A/Pennsylvania/94/2022	2022-12-19	USA	4
OQ666896	A/Pennsylvania/94/2022	2022-12-19	USA	4
OQ666904	A/Pennsylvania/95/2022	2022-12-19	USA	4
OQ666912	A/Pennsylvania/95/2022	2022-12-19	USA	4
OQ666920	A/Pennsylvania/96/2022	2022-12-19	USA	4
OQ666928	A/Pennsylvania/96/2022	2022-12-19	USA	4
OQ666936	A/Pennsylvania/97/2022	2022-12-19	USA	4
OQ666944	A/Rhode Island/69/2022	2022-11-23	USA	4
OQ666952	A/Rhode Island/70/2022	2022-11-25	USA	4
OQ666960	A/Rhode Island/71/2022	2022-11-26	USA	4
OQ666968	A/Rhode Island/79/2022	2022-12-12	USA	4
OQ666976	A/Rhode Island/79/2022	2022-12-12	USA	4
OQ666984	A/Rhode Island/80/2022	2022-12-15	USA	4
OQ666992	A/Rhode Island/81/2022	2022-12-15	USA	4
OQ667000	A/Rhode Island/82/2022	2022-12-15	USA	4
OQ667008	A/Rhode Island/83/2022	2022-12-15	USA	4
OQ667016	A/Rhode Island/83/2022	2022-12-15	USA	4
OQ667024	A/Rhode Island/86/2022	2022-12-16	USA	4
OQ667032	A/Rhode Island/86/2022	2022-12-16	USA	4
OQ667040	A/South Carolina/20/2022	2022-12-05	USA	4
OQ667048	A/South Dakota/04/2023	2023-01-02	USA	4
OQ667053	A/South Dakota/44/2022	2022-11-26	USA	4
OQ667062	A/South Dakota/45/2022	2022-11-27	USA	4
OQ667069	A/South Dakota/50/2022	2022-11-29	USA	4
OQ667077	A/South Dakota/51/2022	2022-11-29	USA	4
OQ667088	A/South Dakota/62/2022	2022-12-11	USA	4
OQ667096	A/South Dakota/64/2022	2022-12-29	USA	4
OQ667104	A/South Dakota/64/2022	2022-12-29	USA	4
OQ667112	A/South Dakota/65/2022	2022-12-29	USA	4
OQ667120	A/South Dakota/66/2022	2022-12-30	USA	4
OQ667128	A/Tennessee/01/2023	2023-01-02	USA	4
OQ667136	A/Tennessee/01/2023	2023-01-02	USA	4
OQ667142	A/Tennessee/50/2022	2022-11-23	USA	4
OQ667149	A/Tennessee/53/2022	2022-11-28	USA	4
OQ667163	A/Tennessee/56/2022	2022-11-28	USA	4
OQ667168	A/Tennessee/68/2022	2022-12-29	USA	4
OQ667176	A/Utah/02/2023	2023-01-03	USA	4
OQ667184	A/Utah/03/2023	2023-01-05	USA	4
OQ667192	A/Utah/48/2022	2022-11-04	USA	4
OQ667200	A/Utah/53/2022	2022-11-11	USA	4
OQ667208	A/Utah/56/2022	2022-11-14	USA	4
OQ667216	A/Utah/78/2022	2022-12-08	USA	4
